22	10945054	10947303	2	2	0	1	0	30
22	10947419	10949211	2	2	0	1	0	30
22	12497685	12547520	2	2	0	0	1	30
22	12624334	12625316	1	1	0	1	0	33
22	15788700	15788819	1	1	0	1	0	29
22	16387840	16390135	1	1	0	1	0	35
22	16390496	16390640	1	1	0	1	0	65
22	16479799	16516472	2	2	0	0	1	65
22	16480749	16481148	1	1	0	0	1	30
22	16690281	16690572	2	2	0	15	0	44
22	16690617	16691974	2	2	0	12	0	44
22	16692140	16694577	2	2	0	21	1	70
22	16694722	16695003	2	2	0	10	0	72
22	16695145	16695241	2	2	0	6	2	72
22	16695359	16696777	2	2	0	12	0	73
22	16698157	16700313	2	2	0	12	0	72
22	16700450	16701153	2	2	0	12	0	74
22	16701313	16702046	0	0	0	9	0	57
22	16702204	16703992	2	2	0	11	0	72
22	16704107	16704318	0	0	0	11	1	74
22	17102303	17103493	1	1	0	2	0	51
22	17103578	17104725	1	1	0	2	0	15
22	17104811	17105590	1	1	0	2	0	12
22	17105603	17107726	1	1	0	2	0	12
22	17107769	17108306	1	1	0	2	0	41
22	17141234	17143097	2	2	0	2	0	34
22	17143132	17145023	2	2	0	1	0	16
22	17148561	17149541	2	2	0	1	0	26
22	17378127	17378439	1	1	0	2	0	45
22	17594617	17598193	2	2	0	1	0	51
22	17613321	17619460	2	2	0	1	0	50
22	17619527	17628602	2	2	0	1	0	18
22	17702387	17726676	1	1	0	1	0	13
22	17738230	17739348	2	2	0	1	0	65
22	17739489	17743802	2	2	0	2	0	74
22	17744014	17750104	2	2	0	1	0	71
22	17744014	17774380	2	2	0	1	0	52
22	17750175	17774380	2	2	0	1	0	70
22	17790917	17790997	2	2	0	1	0	73
22	18121702	18124155	1	1	0	2	0	46
22	18157821	18160171	1	1	0	1	0	37
22	18160269	18161789	1	1	0	2	0	54
22	18161936	18167254	1	1	0	2	0	72
22	18167335	18167889	1	1	0	1	0	46
22	18169940	18170752	1	1	0	1	0	57
22	18170921	18173149	1	1	0	0	1	32
22	18173282	18173792	1	1	0	0	3	42
22	18173843	18176771	1	1	0	0	1	50
22	18534054	18535244	2	2	0	1	0	26
22	18535329	18535858	2	2	0	1	0	14
22	19039122	19041057	2	2	0	1	0	65
