22	10940708	10941688	2	2	0	1	0	40
22	10941781	10944966	2	2	0	1	0	18
22	10947419	10949211	2	2	0	2	0	53
22	10949270	10950048	2	2	0	1	0	36
22	10950175	10959066	2	2	0	1	0	57
22	11257473	11293238	2	2	0	0	1	26
22	12620939	12624241	1	1	0	0	1	19
22	12624334	12625316	1	1	0	0	1	37
22	16690281	16690572	2	2	0	12	0	44
22	16690617	16691974	2	2	0	12	0	44
22	16692140	16694577	2	2	0	14	0	72
22	16694722	16695003	2	2	0	12	0	75
22	16695145	16695241	2	2	0	14	1	71
22	16695359	16696777	2	2	0	19	0	74
22	16698157	16700313	2	2	0	18	1	75
22	16700450	16701153	2	2	0	13	0	75
22	16701313	16702046	0	0	0	14	0	73
22	16702204	16703992	2	2	0	13	0	72
22	16704107	16704318	0	0	0	16	0	75
22	17149746	17159125	2	2	0	1	0	65
22	17592737	17594528	2	2	0	1	0	15
22	17594617	17598193	2	2	0	1	0	27
22	17598289	17600026	2	2	0	2	0	50
22	17601182	17612811	2	2	0	1	0	56
22	17612879	17613210	2	2	0	2	0	27
22	17613321	17619460	2	2	0	1	0	20
22	17619527	17628602	2	2	0	1	0	62
22	17735592	17738016	2	2	0	1	0	16
22	17738230	17739348	2	2	0	1	0	67
22	17739489	17743802	2	2	0	1	0	23
22	17790917	17790997	2	2	0	1	0	20
22	17791072	17791201	2	2	0	1	0	23
22	17791302	17803077	2	2	0	1	0	27
22	17822171	17822946	2	2	0	1	0	46
22	17823061	17826453	2	2	0	1	0	61
22	17826517	17831853	2	2	0	1	0	26
22	17891633	17893807	2	2	0	1	0	13
22	17893905	17895283	2	2	0	1	0	49
22	18127035	18130842	1	1	0	2	0	71
22	18150223	18157557	1	3	0	3	0	68
22	18538745	18539227	2	2	0	1	0	25
22	18539338	18540401	2	2	0	1	0	15
22	18540473	18540572	2	2	0	1	0	55
22	18540646	18543666	2	2	0	1	0	22
22	19039122	19041057	2	2	0	1	0	18
22	19041960	19048439	2	2	0	1	0	66
22	19057163	19063201	2	2	0	3	0	74
22	19063279	19064847	2	2	0	1	0	16
22	19134476	19135059	2	2	0	1	0	70
22	19135176	19137322	2	2	0	1	0	54
22	19176951	19177119	2	2	0	2	0	38
22	19177205	19177726	2	2	0	2	0	31
22	19177866	19177941	2	2	0	1	0	17
22	19178042	19178132	2	2	0	1	0	69
22	19229976	19232475	2	2	0	1	0	63
22	19361932	19375630	2	2	0	1	0	74
22	19378067	19383619	2	2	0	1	0	64
22	19385737	19387710	2	2	0	1	0	46
22	19388555	19392100	2	2	0	1	0	21
22	19392215	19394341	2	2	0	1	0	15
22	19394510	19396786	2	2	0	1	0	70
22	19405881	19407183	2	2	0	1	0	55
22	19407275	19408482	2	2	0	1	0	49
22	19447546	19447664	2	2	0	1	0	30
22	19454831	19455679	2	2	0	1	0	29
22	19455769	19456586	2	2	0	3	0	48
22	19456635	19456852	2	2	0	3	0	35
22	19456919	19458070	2	2	0	3	0	50
22	19468004	19471686	2	2	0	1	0	33
22	19471809	19475067	2	2	0	1	0	23
22	19475101	19475469	2	2	0	1	0	33
22	19475603	19479082	2	2	0	1	0	64
22	19484006	19494326	1	1	0	1	0	31
22	19720455	19720548	1	1	0	1	0	56
22	19720870	19721639	1	1	0	3	0	56
22	19721737	19721832	1	1	0	1	0	58
22	19721958	19722236	1	1	0	2	0	63
22	19722340	19722427	1	1	0	1	0	16
22	19812448	19820597	2	2	0	1	0	41
22	19820724	19821227	2	2	0	1	0	69
22	19875808	19877108	2	2	0	1	0	22
22	19877235	19878089	2	2	0	2	0	74
22	19878188	19878365	2	2	0	2	0	68
22	19878438	19880178	2	2	0	2	0	44
22	19880272	19880621	2	2	0	2	0	43
22	19880718	19881080	2	2	0	2	0	56
22	19880718	19883324	2	2	0	1	0	46
22	19895582	19898038	2	2	0	1	0	48
22	19919005	19919542	2	2	0	1	0	57
22	19919600	19931029	2	2	0	1	0	34
22	19931099	19941700	2	2	0	1	0	58
22	19941898	19961198	1	1	0	4	0	64
22	19961290	19962526	1	1	0	3	0	64
22	19962816	19963565	1	1	0	3	0	43
22	19963760	19964167	1	1	0	2	0	66
22	19964300	19968535	1	1	0	8	0	74
22	19973037	19973118	2	2	0	3	0	45
22	19973318	19973642	2	2	0	1	0	25
